block_number,elapsed_time_ms
19476945,538.494805
19476946,388.129730
19476947,489.578382
19476948,533.186111
19476949,422.104330
19476950,126.400638
19476951,1561.567799
19476952,695.271081
19476953,163.572687
19476954,94.117372
19476955,65.148138
19476956,577.327556
19476957,558.409885
19476958,865.359398
19476959,1877.217824
19476960,464.557745
19476961,166.288589
19476962,406.218986
19476963,629.885385
19476964,477.152446
19476965,243.011497
19476966,559.539020
19476967,470.922789
19476968,351.450335
19476969,318.592385
19476970,217.697198
19476971,622.917256
19476972,228.504749
19476973,510.310832
19476974,450.994782
19476975,482.774317
19476976,440.188883
19476977,41.123766
19476978,99.308751
19476979,29.149986
19476980,651.654918
19476981,465.568876
19476982,380.642429
19476983,349.565971
19476984,388.479278
19476985,461.088553
19476986,82.112056
19476987,431.399710
19476988,29.842950
19476989,373.206981
19476990,333.753679
19476991,21.415258
19476992,714.117757
19476993,127.251062
19476994,475.515725
19476995,56.188167
19476996,50.808326
19476997,455.615927
19476998,396.945104
19476999,388.007224
19477000,583.820338
19477001,456.749565
19477002,704.491457
19477003,970.126248
19477004,581.416776
19477005,224.224693
19477006,139.581964
19477007,541.796774
19477008,294.923277
19477009,807.355683
19477010,269.440529
19477011,421.233535
19477012,24.481919
19477013,568.687497
19477014,356.820222
19477015,625.476835
19477016,460.520366
19477017,419.978689
19477018,569.531010
19477019,654.169507
19477020,509.298477
19477021,260.972924
19477022,61.889992
19477023,34.469198
19477024,847.914660
19477025,241.483511
19477026,261.231616
19477027,822.650286
19477028,478.092118
19477029,594.662348
19477030,1342.150957
19477031,420.136722
19477032,590.165515
19477033,461.224168
19477034,470.769575
19477035,591.115041
19477036,229.074263
19477037,601.783133
19477038,243.182541
19477039,1024.894675
19477040,274.750753
19477041,399.806770
19477042,390.849241
19477043,549.854144
19477044,308.616842
19477045,711.131652
19477046,354.292806
19477047,293.880139
19477048,21.042170
19477049,865.874009
19477050,718.898217
19477051,615.223056
19477052,357.285367
19477053,384.608437
19477054,343.695939
19477055,240.032277
19477056,424.482409
19477057,876.695365
19477058,135.670205
19477059,863.653942
19477060,478.031221
19477061,587.565650
19477062,171.075918
19477063,414.728630
19477064,287.912093
19477065,1083.495833
19477066,226.249355
19477067,616.225153
19477068,1147.478571
19477069,508.908526
19477070,454.654040
19477071,594.093398
19477072,642.865225
19477073,277.823583
19477074,512.097989
19477075,1186.445796
19477076,392.680215
19477077,612.378921
19477078,352.146883
19477079,613.552881
19477080,158.386674
19477081,937.647964
19477082,439.780130
19477083,587.690274
19477084,300.964950
19477085,313.882607
19477086,668.818694
19477087,475.099353
19477088,204.075145
19477089,471.360998
19477090,493.651337
19477091,313.700122
19477092,359.701560
19477093,373.073570
19477094,1139.567510
19477095,317.485399
19477096,1020.191255
19477097,28.219127
19477098,28.969590
19477099,40.031083
19477100,58.155449
19477101,58.066614
19477102,95.719436
19477103,228.414234
19477104,36.944386
19477105,710638.000000
19477106,159.728849
19477107,208.635767
19477108,317.611016
19477109,544.956502
19477110,307.882877
19477111,382.521633
19477112,943.556127
19477113,271.340260
19477114,407.648610
19477115,310.583847
19477116,888.269926
19477117,282.808830
19477118,83.796625
19477119,1100.669792
19477120,116.905269
19477121,941.805924
19477122,271.873045
19477123,922.807793
19477124,311.133646
19477125,302.107443
19477126,539.195184
19477127,411.203702
19477128,393.725691
19477129,43.908090
19477130,587.198189
19477131,273.801144
19477132,303.090925
19477133,806.761399
19477134,394.020129
19477135,238.183829
19477136,406.993680
19477137,672.751907
19477138,350.694689
19477139,465.028877
19477140,261.307659
19477141,655.271374
19477142,330.006872
19477143,251.917363
19477144,692.519376
19477145,409.545753
19477146,572.622592
19477147,412.515888
19477148,454.103979
19477149,823.726211
19477150,284.649033
19477151,285.189554
19477152,342.484317
19477153,723.945753
19477154,313.100832
19477155,325.335137
19477156,356.868098
19477157,733.759688
19477158,442.960931
19477159,232.820491
19477160,55.602457
19477161,43.399159
19477162,59.236909
19477163,27.850533
19477164,57.125373
19477165,64.074474
19477166,56.815670
19477167,8.270937
19477168,39.434714
19477169,25.932414
19477170,47.115387
19477171,141.377263
19477172,498.511057
19477173,392.576217
19477174,374.048556
19477175,938.555340
19477176,375.310869
19477177,335.212941
19477178,507.310106
19477179,302.372050
19477180,165.566475
19477181,603.960250
19477182,1005.755956
19477183,453.425629
19477184,234.529978
19477185,387.645624
19477186,816811.000000
19477187,1131.709194
19477188,524.189304
19477189,252.811666
19477190,186.529176
19477191,679.052327
19477192,7.156177
19477193,50.753503
19477194,877.631997
19477195,134.354545
19477196,265.790873
19477197,238.342332
19477198,232.721978
19477199,514.924043
19477200,965.753940
19477201,399.133951
19477202,102.167775
19477203,930.097395
19477204,289.770315
19477205,317.449804
19477206,482.478881
19477207,193.756940
19477208,413.029663
19477209,515.352312
19477210,26.401569
19477211,366.158933
19477212,802.648248
19477213,1222.017976
19477214,302.933668
19477215,267.290878
19477216,179.453954
19477217,82.825656
19477218,820.149871
19477219,325.199993
19477220,549.870284
19477221,342.048669
19477222,371.316225
19477223,455.207772
19477224,607.220919
19477225,485.888573
19477226,370.980049
19477227,1096.022244
19477228,326.001952
19477229,410.887275
19477230,743.048357
19477231,348.884765
19477232,387.836814
19477233,390.581235
19477234,336.055731
19477235,396.471535
19477236,483.754883
19477237,356.293820
19477238,504.214758
19477239,436.815888
19477240,559.957402
19477241,18.987066
19477242,1026.884386
19477243,675.123699
19477244,20.679121
19477245,644.989969
19477246,363.266753
19477247,222.020121
19477248,507.416997
19477249,308.939173
19477250,178.705445
19477251,44.562276
19477252,77.586699
19477253,48.023524
19477254,39.608109
19477255,47.034661
19477256,46.440497
19477257,90.846056
19477258,260.917446
19477259,127.637955
19477260,33.283395
19477261,34.408422
19477262,61.453363
19477263,214.301490
19477264,25.716441
19477265,341.570268
19477266,1079.143812
19477267,447.283356
19477268,175.388544
19477269,713.415375
19477270,375.450618
19477271,351.937091
19477272,336.399135
19477273,503.349159
19477274,805.683856
19477275,530.879643
19477276,692.739912
19477277,322.899222
19477278,629.427759
19477279,416.912630
19477280,396.360101
19477281,318.382908
19477282,318.128046
19477283,717.675810
19477284,289.601823
19477285,528.529460
19477286,432.593306
19477287,427.088349
19477288,721.092183
19477289,274.677421
19477290,329.038036
19477291,358.127905
19477292,11.056073
19477293,1210.863131
19477294,690.353181
19477295,478.538943
19477296,72.613540
19477297,1190.350292
19477298,464.669403
19477299,277.166921
19477300,500.643048
19477301,349.928496
19477302,500.443216
19477303,299.804371
19477304,276.345406
19477305,609.497348
19477306,344.977985
19477307,473.841355
19477308,382.188027
19477309,349.380656
19477310,898.651512
19477311,358.347157
19477312,361.484867
19477313,518.272434
19477314,377.292607
19477315,239.624723
19477316,690.647969
19477317,402.343830
19477318,175.894184
19477319,495.864803
19477320,391.319143
19477321,471.220328
19477322,933.219325
19477323,413.582191
19477324,354.581576
19477325,216.868445
19477326,931.375064
19477327,314.057194
19477328,526.545259
19477329,18.697130
19477330,713.824422
19477331,706.708298
19477332,20.050544
19477333,641.317439
19477334,169.939178
19477335,12.777245
19477336,439.287192
19477337,717.863696
19477338,177.187813
19477339,832.711590
19477340,222.584020
19477341,248.708059
19477342,973.298270
19477343,263.666531
19477344,314.033187
19477345,203.072639
19477346,747.160875
19477347,415.335043
19477348,231.306840
19477349,345.788615
19477350,895.284870
19477351,178.424856
19477352,51.200547
19477353,76.651327
19477354,54.138728
19477355,39.838560
19477356,41.872714
19477357,52.698510
19477358,57.905365
19477359,47.848285
19477360,68.601582
19477361,26.359134
19477362,91.506751
19477363,49.661601
19477364,44.745649
19477365,57.255446
19477366,39.616623
19477367,504.513256
19477368,470.471245
19477369,329.994548
19477370,415.495507
19477371,494.678985
19477372,446.409520
19477373,623.577534
19477374,303.543963
19477375,465.603281
19477376,401.699235
19477377,381.349424
19477378,494.841218
19477379,184.979578
19477380,678.411167
19477381,342.940589
19477382,326.765919
19477383,319.254737
19477384,1371.838537
19477385,508.827676
19477386,595.140744
19477387,347.726764
19477388,269.916456
19477389,449.122127
19477390,250.268882
19477391,186.457547
19477392,624.983953
19477393,701.114558
19477394,364.219151
19477395,472.379870
19477396,355.676151
19477397,456.079049
19477398,408.993269
19477399,392.904042
19477400,451.143155
19477401,385.537314
19477402,177.619933
19477403,696.338703
19477404,495.711890
19477405,411.946967
19477406,355.988207
19477407,516.331415
19477408,382.026208
19477409,624.287209
19477410,325.017022
19477411,377.448980
19477412,593.874398
19477413,365.442343
19477414,398.480778
19477415,162.073943
19477416,665.484971
19477417,511.130276
19477418,366.503301
19477419,150.373099
19477420,757.902453
19477421,319.254134
19477422,470.826555
19477423,402.145679
19477424,369.316345
19477425,436.495955
19477426,547.063904
19477427,383.657282
19477428,538.750991
19477429,390.555841
19477430,132.495818
19477431,781.712592
19477432,500.658325
19477433,318.086927
19477434,702.584059
19477435,293.396866
19477436,431.459991
19477437,491.649731
19477438,214.715019
19477439,582.521419
19477440,449.134116
19477441,519.466091
19477442,348.794124
19477443,410.489537
19477444,657.152334
19477445,420.559485
19477446,578.951928
19477447,758.358237
19477448,267.066029
19477449,306.499221
19477450,461.505692
19477451,455.170663
19477452,431.255792
19477453,295.147500
19477454,775.266545
19477455,456.145487
19477456,326.745389
19477457,447.352714
19477458,955.164109
19477459,576.412165
19477460,301.328498
19477461,402.903511
19477462,491.197235
19477463,246.061060
19477464,502.096803
19477465,246.318652
19477466,603.559818
19477467,204.925621
19477468,638.759486
19477469,82.692126
19477470,46.855423
19477471,39.106673
19477472,40.706862
19477473,79.978436
19477474,50.398863
19477475,56.092774
19477476,50.958288
19477477,50.870522
19477478,72.702256
19477479,30.137155
19477480,25.392866
19477481,43.842354
19477482,50.613985
19477483,6.531754
19477484,64.734442
19477485,57.642302
19477486,598.690500
19477487,356.452910
19477488,1158.389365
19477489,164.033317
19477490,580.240994
19477491,613.064075
19477492,201.532710
19477493,822.477120
19477494,403.042942
19477495,367.580282
19477496,622.921241
19477497,462.377890
19477498,247.624328
19477499,513.577607
19477500,263.070292
19477501,445.701193
19477502,440.893274
19477503,384.258019
19477504,685.815378
19477505,329.344715
19477506,550.293779
19477507,329.391730
19477508,320.035160
19477509,347.676350
19477510,290.033693
19477511,916.994125
19477512,424.486319
19477513,185.016289
19477514,651.492727
19477515,251.191704
19477516,558.964538
19477517,155.997329
19477518,434.291488
19477519,312.775038
19477520,287.784034
19477521,597.904280
19477522,293.532628
19477523,157.886853
19477524,247.544810
19477525,146.077119
19477526,271.096531
19477527,253.827908
19477528,973.105345
19477529,258.667203
19477530,1159.209451
19477531,1311.578793
19477532,738.082385
19477533,307.027607
19477534,457.253040
19477535,324.341420
19477536,20.583951
19477537,466.552702
19477538,461.757439
19477539,343.072183
19477540,256.413818
19477541,339.826946
19477542,621.948498
19477543,250.429520
19477544,230.585393
19477545,317.499650
19477546,445.018520
19477547,301.800007
19477548,499.183573
19477549,249.622118
19477550,460.427038
19477551,381.063750
19477552,300.416775
19477553,424.660438
19477554,223.425124
19477555,575.565078
19477556,668.313950
19477557,9.760578
19477558,666.358349
19477559,615.706753
19477560,99.404231
19477561,369.203278
19477562,913.773254
19477563,313.651847
19477564,318.745835
19477565,6.281720
19477566,579.323936
19477567,270.571677
19477568,326.716645
19477569,565.608330
19477570,244.499833
19477571,560.477294
19477572,375.061315
19477573,907197.000000
19477574,747.029947
19477575,402.769122
19477576,135.933191
19477577,6.907871
19477578,554.875422
19477579,262.677957
19477580,3082.134775
19477581,557.343090
19477582,726.209773
19477583,383.117874
19477584,5.947828
19477585,255.372586
19477586,53.536786
19477587,39.585728
19477588,47.827702
19477589,40.602983
19477590,38.676011
19477591,11.359987
19477592,49.917165
19477593,70.991778
19477594,34.441892
19477595,59.687634
19477596,32.714716
19477597,14.674224
19477598,83.244367
19477599,31.570426
19477600,37.277188
19477601,304.158358
19477602,410.540751
19477603,381.548393
19477604,316.053308
19477605,461.818602
19477606,11.652856
19477607,586.731843
19477608,493.801276
19477609,303.734362
19477610,378.217017
19477611,315.835981
19477612,259.902909
19477613,538.276468
19477614,283.090681
19477615,355.656842
19477616,421.839698
19477617,335.225933
19477618,260.090228
19477619,399.092709
19477620,380.125536
19477621,362.487832
19477622,105.037129
19477623,490.115974
19477624,324.932415
19477625,431.857635
19477626,392.734329
19477627,360.862096
19477628,111.211668
19477629,502.075150
19477630,645.954711
19477631,310.948430
19477632,403.596323
19477633,316.516564
19477634,319.681798
19477635,394.367698
19477636,230.602716
19477637,232.534038
19477638,465.532867
19477639,146.718114
19477640,192.387453
19477641,76.845633
19477642,735.115552
19477643,934.927260
19477644,566.570945
19477645,619.451961
19477646,340.877047
19477647,437.310498
19477648,293.020637
19477649,340.743060
19477650,184.270159
19477651,425.630534
19477652,561.170224
19477653,807.385235
19477654,340.458555
19477655,709.388203
19477656,334.162188
19477657,472.701190
19477658,531.282531
19477659,686.515295
19477660,244.339872
19477661,222.873231
19477662,422.835881
19477663,364.423153
19477664,555.566048
19477665,426.156334
19477666,345.609788
19477667,384.916178
19477668,371.878632
19477669,463.123550
19477670,347.687413
19477671,461.583870
19477672,2909.995726
19477673,359.660910
19477674,355.410451
19477675,479.350851
19477676,421.350803
19477677,410.282753
19477678,115.690072
19477679,753.779376
19477680,231.407805
19477681,628.186207
19477682,498.580677
19477683,253.670326
19477684,787.828570
19477685,265.833802
19477686,242.418758
19477687,292.616920
19477688,326.258557
19477689,357.795255
19477690,352.858884
19477691,985.346591
19477692,67.101540
19477693,913.180306
19477694,2698.154808
19477695,314.037221
19477696,368.483446
19477697,6.204145
19477698,208.299052
19477699,4.327316
19477700,108.843394
19477701,58.390313
19477702,29.001578
19477703,48.846594
19477704,60.594658
19477705,24.249214
19477706,44.834845
19477707,44.374746
19477708,77.033189
19477709,72.950284
19477710,20.561948
19477711,33.381665
19477712,30.561409
19477713,624.725581
19477714,456.305618
19477715,612.073907
19477716,146.573234
19477717,619.028353
19477718,314.027521
19477719,462.672349
19477720,492.836000
19477721,501.922087
19477722,278.316752
19477723,359.670280
19477724,347.297164
19477725,307.282514
19477726,274.986672
19477727,898.303211
19477728,508.780338
19477729,6.894826
19477730,806.776335
19477731,89.861140
19477732,625.189193
19477733,407.084680
19477734,142.619846
19477735,465.841717
19477736,333.019705
19477737,2591.399932
19477738,538.704821
19477739,3.460559
19477740,954.772898
19477741,506.237598
19477742,255.836219
19477743,234.829712
19477744,738.864469
19477745,179.281775
19477746,267.401089
19477747,272.267674
19477748,184.359760
19477749,197.588510
19477750,343.752388
19477751,680.838580
19477752,193.512447
19477753,544.586947
19477754,365.494026
19477755,482.536251
19477756,237.615700
19477757,403.285159
19477758,346.732905
19477759,1009.244281
19477760,591.155910
19477761,990.838824
19477762,212.494369
19477763,871.923130
19477764,311.187974
19477765,523.049973
19477766,288.812558
19477767,296.617940
19477768,705.273538
19477769,630.051039
19477770,328.801304
19477771,320.705954
19477772,310.868662
19477773,744.241685
19477774,340.722341
19477775,203.791008
19477776,445.199614
19477777,135.340189
19477778,340.232644
19477779,39.486769
19477780,552.373929
19477781,268.491227
19477782,295.849607
19477783,473.891911
19477784,274.246371
19477785,474.479477
19477786,540.996982
19477787,89.227901
19477788,396.369084
19477789,227.420705
19477790,444.657774
19477791,852.205611
19477792,420.114756
19477793,32.857458
19477794,783.540176
19477795,359.199619
19477796,809.413293
19477797,303.927740
19477798,506.824431
19477799,415.902888
19477800,388.977600
19477801,297.825999
19477802,389.157107
19477803,461.837545
19477804,330.978244
19477805,344.590692
19477806,308.225540
19477807,364.877679
19477808,342.971271
19477809,179.392877
19477810,374.737414
19477811,312.490495
19477812,24.823530
19477813,724.844293
19477814,591.616158
19477815,513.324961
19477816,79.331078
19477817,409.161526
19477818,324.156482
19477819,349.029944
19477820,500.066954
19477821,32.949865
19477822,62.603975
19477823,52.764436
19477824,42.907719
19477825,61.954152
19477826,41.528447
19477827,9.002272
19477828,831.791863
19477829,60.391263
19477830,71.894739
19477831,66.528091
19477832,22.987580
19477833,73.184430
19477834,5.681732
19477835,101.036447
19477836,353.767135
19477837,199.012431
19477838,651.971021
19477839,255.464864
19477840,163.406889
19477841,519.476521
19477842,413.616842
19477843,333.897451
19477844,262.114618
19477845,346.043865
19477846,323.634411
19477847,416.667440
19477848,210.402317
19477849,281.481117
19477850,230.820137
19477851,637.945050
19477852,351.188537
19477853,297.241870
19477854,201.441256
19477855,481.631972
19477856,282.508090
19477857,272.674744
19477858,398.858023
19477859,231.018108
19477860,268.937294
19477861,221.827908
19477862,575.472525
19477863,115.435824
19477864,561.001772
19477865,453.355982
19477866,222.239245
19477867,295.616225
19477868,316.937981
19477869,214.867402
19477870,398.072137
19477871,314.135169
19477872,308.824227
19477873,273.772131
19477874,274.460048
19477875,393.622297
19477876,314.085317
19477877,563.783156
19477878,326.273081
19477879,283.990263
19477880,466.600112
19477881,193.489529
19477882,599.141057
19477883,289.335429
19477884,237.121014
19477885,510.907447
19477886,347.658202
19477887,287.566092
19477888,144.326352
19477889,424.047383
19477890,515.288666
19477891,534.613518
19477892,289.625090
19477893,276.012982
19477894,417.326917
19477895,505.800910
19477896,378.538627
19477897,249.785301
19477898,287.589350
19477899,117.112464
19477900,336.414849
19477901,719.490658
19477902,119.990854
19477903,178.181435
19477904,815.090602
19477905,713.317733
19477906,309.156760
19477907,345.221637
19477908,388.751462
19477909,313.790334
19477910,369.426962
19477911,252.059613
19477912,293.780256
19477913,367.593310
19477914,428.218062
19477915,516.070803
19477916,270.091931
19477917,249.627535
19477918,333.946147
19477919,625.387344
19477920,330.584004
19477921,216.466772
19477922,299.732744
19477923,469.585215
19477924,477.029884
19477925,220.003562
19477926,467.510683
19477927,405.497109
19477928,210.205840
19477929,198.651868
19477930,600.931274
19477931,146.000140
19477932,414.216442
19477933,239.201911
19477934,236.769781
19477935,252.812829
19477936,325.397682
19477937,29.473899
19477938,593.190029
19477939,118.077604
19477940,650.756869
19477941,84.438443
19477942,560.415069
19477943,763.293624
19477944,255.556774
19477945,550.626810
19477946,262.324600
19477947,284.708467
19477948,298.566278
19477949,343.212024
19477950,613.101021
19477951,207.688150
19477952,158.504484
19477953,715.538422
19477954,54.960211
19477955,135.312997
19477956,20.102875
19477957,26.208025
19477958,38.165461
19477959,31.058807
19477960,86.743943
19477961,23.763513
19477962,462.082807
19477963,682.416447
19477964,16.691494
19477965,133.915578
19477966,29.323465
19477967,47.562410
19477968,2.792610
19477969,56.221807
19477970,898.011588
19477971,36.511762
19477972,559.390960
19477973,246.229708
19477974,322.862296
19477975,512.170257
19477976,154.659936
19477977,260.929538
19477978,551.066585
19477979,892.107046
19477980,369.646272
19477981,247.286447
19477982,352.448281
19477983,310.976994
19477984,691.162841
19477985,179.929858
19477986,581.937600
19477987,421.959773
19477988,249.002333
19477989,354.358646
19477990,791.080831
19477991,290.370941
19477992,451.176002
19477993,444.562039
19477994,694.388381
19477995,305.157874
19477996,214.742075
19477997,288.381191
19477998,339.969946
19477999,797.089789
19478000,416.039027
19478001,424.520222
19478002,239.888064
19478003,793.452596
19478004,415.081717
19478005,370.118817
19478006,406.335160
19478007,110.816036
19478008,772.273285
19478009,427.054745
19478010,411.646743
19478011,290.318582
19478012,825.535060
19478013,437.845093
19478014,101.569757
19478015,548.447404
19478016,276.780846
19478017,413.030322
19478018,275.155582
19478019,574.389157
19478020,277.475320
19478021,399.152405
19478022,331.669122
19478023,333.224167
19478024,227.625287
19478025,299.534881
19478026,195.263524
19478027,207.017017
19478028,227.190685
19478029,522.206402
19478030,103.868505
19478031,663.539309
19478032,275.402587
19478033,761.611275
19478034,275.702307
19478035,202.652896
19478036,629.246030
19478037,59.088711
19478038,490.921859
19478039,345.980992
19478040,76.591815
19478041,535.788842
19478042,392.466807
19478043,418.472846
19478044,272.882146
19478045,333.598154
19478046,294.273704
19478047,309.190426
19478048,27.172792
19478049,103.817834
19478050,45.706826
19478051,53.340147
19478052,24.458722
19478053,50.967059
19478054,46.466466
19478055,66.439585
19478056,34.780162
19478057,136.971857
19478058,35.641401
19478059,44.467560
19478060,549.706452
19478061,435.958424
19478062,210.733114
19478063,489.653410
19478064,284.780714
19478065,290.601763
19478066,312.553711
19478067,313.645070
19478068,191.731416
19478069,889.162970
19478070,540.387263
19478071,212.499430
19478072,420.548855
19478073,317.986609
19478074,320.164477
19478075,199.676746
19478076,366.027208
19478077,4.266813
19478078,634.356050
19478079,124.791996
19478080,309.453502
19478081,1110.266147
19478082,310.385164
19478083,706.449193
19478084,362.314072
19478085,329.075732
19478086,237.070416
19478087,5.241818
19478088,791.123122
19478089,288.344496
19478090,195.448493
19478091,441.001514
19478092,732.023285
19478093,134.229634
19478094,663.497319
19478095,325.882344
19478096,372.336602
19478097,137.287301
19478098,534.467292
19478099,494.327668
19478100,236.716707
19478101,213.699557
19478102,322.210878
19478103,996.799334
19478104,821.227436
19478105,331.072320
19478106,240.071997
19478107,569.227176
19478108,54.528814
19478109,43.008959
19478110,73.841453
19478111,4.942381
19478112,64.897095
19478113,43.854670
19478114,38.053445
19478115,44.119963
19478116,362.483997
19478117,948.104325
19478118,366.844993
19478119,346.235572
19478120,295.763875
19478121,462.388817
19478122,317.758340
19478123,669.567764
