block_number,elapsed_time_ms
19477130,49.721085
19477131,23.658969
19477132,29.210352
19477133,72.827040
19477134,65.379922
19477135,29.037660
19477136,58.440273
19477137,79.520973
19477138,36.228351
19477139,35.198717
19477140,32.362752
19477141,80.401029
19477142,178.237845
19477143,89.172246
19477144,264.259636
19477145,179.249093
19477146,235.548908
19477147,247.871644
19477148,205.546755
19477149,392.382182
19477150,135.540351
19477151,150.857411
19477152,168.741529
19477153,303.103880
19477154,98.869775
19477155,134.399484
19477156,152.502426
19477157,357.256590
19477158,228.898175
19477159,201.057646
19477160,239.823800
19477161,160.725357
19477162,207.579665
19477163,101.850617
19477164,171.388242
19477165,235.035703
19477166,296.282364
19477167,35.794880
19477168,172.653371
19477169,129.877426
19477170,139.083314
19477171,77.991283
19477172,197.418642
19477173,158.476802
19477174,132.694383
19477175,351.679163
19477176,153.835775
19477177,131.679479
19477178,221.904970
19477179,105.223997
19477180,72.371029
19477181,274.067050
19477182,401.375847
19477183,156.498245
19477184,107.117590
19477185,257.083631
19477186,53.407907
19477187,283.118777
19477188,600.454239
19477189,388.479168
19477190,348.892356
19477191,666.812519
19477192,97.865278
19477193,176.219289
19477194,921.718748
19477195,148.360583
19477196,54.595662
19477197,365.682960
19477198,273.016460
19477199,617.917565
19477200,1146.136952
19477201,382.512503
19477202,276.305433
19477203,992.202676
19477204,427.137981
19477205,451.456352
19477206,715.461576
19477207,317.534967
19477208,430.719124
19477209,609.578228
19477210,101.796525
19477211,303.772808
19477212,785.498495
19477213,950.323492
19477214,302.857541
19477215,98.852999
19477216,8.208831
19477217,192.257515
19477218,759.611851
19477219,281.010741
19477220,374.782837
19477221,300.425352
19477222,299.618689
19477223,335.936827
19477224,424.782397
19477225,370.281614
19477226,313.210002
19477227,830.754604
19477228,264.950486
19477229,333.839903
19477230,656.486752
19477231,281.989802
19477232,300.548053
19477233,361.665625
19477234,275.317112
19477235,338.454084
19477236,404.651154
19477237,242.440787
19477238,343.642504
19477239,353.293185
19477240,379.697932
19477241,46.393684
19477242,764.393038
19477243,509.931239
19477244,12.610605
19477245,427.617126
19477246,323.787357
19477247,242.858668
19477248,366.478222
19477249,233.972117
19477250,404.987431
19477251,289.998960
19477252,458.861322
19477253,340.984758
19477254,238.865287
19477255,430.493393
19477256,310.428653
19477257,400.916622
19477258,573.760662
19477259,372.456465
19477260,243.668654
19477261,314.175797
19477262,302.168885
19477263,60.498792
19477264,40.501297
19477265,40.378048
19477266,96.513888
19477267,67.760802
19477268,9.246930
19477269,87.039653
19477270,69.048642
19477271,297.890423
19477272,268.149278
19477273,364.149840
19477274,375.809575
19477275,392.862353
19477276,432.456985
19477277,236.151241
19477278,480.326160
19477279,318.496873
19477280,341.504069
19477281,292.833243
19477282,271.970607
19477283,569.583295
19477284,249.209792
19477285,433.335971
19477286,299.555245
19477287,275.646019
19477288,497.258164
19477289,171.120806
19477290,222.464924
19477291,275.853024
19477292,15.059537
19477293,946.432583
19477294,542.206258
19477295,402.908766
19477296,46.025646
19477297,873.312918
19477298,379.362444
19477299,236.942062
19477300,354.494810
19477301,252.393802
19477302,346.666984
19477303,218.765959
19477304,231.436093
19477305,421.986367
19477306,364.882973
19477307,363.803757
19477308,277.250239
19477309,238.109130
19477310,654.801959
19477311,239.414351
19477312,279.049772
19477313,322.418801
19477314,274.366872
19477315,157.721876
19477316,463.524860
19477317,272.596344
19477318,170.346906
19477319,376.171581
19477320,335.722242
19477321,387.870406
19477322,761.230088
19477323,359.762719
19477324,476.815519
19477325,131.969340
19477326,637.301395
19477327,231.716349
19477328,365.917247
19477329,30.018500
19477330,681.456832
19477331,372.620773
19477332,17.173785
19477333,567.506349
19477334,98.102539
19477335,10.065520
19477336,431.564114
19477337,543.200403
19477338,240.544205
19477339,626.208990
19477340,178.222085
19477341,162.780260
19477342,629.814936
19477343,219.836278
19477344,241.568570
19477345,203.879973
19477346,279.368086
19477347,36.573509
19477348,23.906722
19477349,27.933618
19477350,70.946810
19477351,31.765316
19477352,59.152351
19477353,63.881099
19477354,60.056782
19477355,40.673242
19477356,34.013450
19477357,43.609082
19477358,55.144347
19477359,290.326570
19477360,448.690032
19477361,163.230105
19477362,721.825991
19477363,303.669493
19477364,300.571541
19477365,358.019481
19477366,218.266877
19477367,719.614738
19477368,399.286285
19477369,195.100535
19477370,364.573444
19477371,324.272057
19477372,336.373817
19477373,508.450236
19477374,251.295004
19477375,325.211717
19477376,299.529131
19477377,344.077932
19477378,426.041454
19477379,117.547379
19477380,529.414270
19477381,241.412125
19477382,266.638954
19477383,296.846236
19477384,1049.643162
19477385,388.665108
19477386,407.390466
19477387,214.835243
19477388,217.423634
19477389,337.324635
19477390,217.916095
19477391,149.089957
19477392,546.390692
19477393,491.868058
19477394,321.948403
19477395,363.251338
19477396,247.945617
19477397,371.340059
19477398,332.172904
19477399,247.430827
19477400,350.603642
19477401,403.891975
19477402,57.623128
19477403,602.664425
19477404,289.207399
19477405,251.165133
19477406,276.439663
19477407,359.566216
19477408,284.617341
19477409,582.270542
19477410,288.087556
19477411,294.615663
19477412,554.169661
19477413,249.602397
19477414,264.549720
19477415,99.857344
19477416,495.016637
19477417,369.045021
19477418,262.697011
19477419,82.474526
19477420,562.038809
19477421,172.546381
19477422,346.817759
19477423,292.535731
19477424,280.150861
19477425,311.685799
19477426,401.287603
19477427,287.545075
19477428,514.547098
19477429,330.668300
19477430,14.206963
19477431,658.661030
19477432,362.964416
19477433,181.763557
19477434,538.401264
19477435,215.286895
19477436,350.035484
19477437,354.646538
19477438,79.780995
19477439,460.662590
19477440,118.447522
19477441,416.320688
19477442,268.860386
19477443,266.159053
19477444,403.598792
19477445,246.910189
19477446,373.853707
19477447,476.743861
19477448,180.250304
19477449,240.455357
19477450,362.199081
19477451,364.420056
19477452,341.555025
19477453,121.950052
19477454,501.418050
19477455,331.563289
19477456,258.023768
19477457,332.363993
19477458,617.731462
19477459,503.088897
19477460,205.953242
19477461,307.740454
19477462,300.678559
19477463,144.474717
19477464,424.191420
19477465,107.078785
19477466,437.120435
19477467,82.820006
19477468,551.026814
19477469,93.395271
19477470,25.984241
19477471,24.509799
19477472,24.562828
19477473,84.337327
19477474,30.817028
19477475,67.533753
19477476,45.865779
19477477,38.982538
19477478,72.963639
19477479,30.268367
19477480,21.835662
19477481,50.240013
19477482,47.998277
19477483,6.194082
19477484,33.989234
19477485,8.464669
19477486,55.450023
19477487,312.760849
19477488,875.266506
19477489,140.243142
19477490,444.456028
19477491,343.660020
19477492,177.823718
19477493,708.446632
19477494,300.871690
19477495,321.081735
19477496,520.274449
19477497,381.117764
19477498,203.959763
19477499,346.058390
19477500,195.560090
19477501,340.075592
19477502,351.491540
19477503,334.760173
19477504,424.752758
19477505,296.094909
19477506,387.565177
19477507,258.923908
19477508,225.657182
19477509,236.149933
19477510,192.481095
19477511,673.000070
19477512,318.342711
19477513,169.496342
19477514,448.587045
19477515,199.821680
19477516,351.656547
19477517,93.501519
19477518,361.061258
19477519,241.489661
19477520,205.288782
19477521,363.583042
19477522,197.998901
19477523,143.126503
19477524,201.694883
19477525,103.238900
19477526,179.953335
19477527,226.450260
19477528,751.407882
19477529,197.172463
19477530,515.424231
19477531,897.954699
19477532,525.741746
19477533,249.966045
19477534,375.184645
19477535,241.630755
19477536,15.310727
19477537,349.768567
19477538,350.128521
19477539,157.588731
19477540,176.542675
19477541,211.473846
19477542,491.538877
19477543,228.540214
19477544,199.753712
19477545,168.039453
19477546,345.058998
19477547,238.929597
19477548,347.765497
19477549,200.155376
19477550,319.903686
19477551,285.933871
19477552,190.562197
19477553,296.892576
19477554,94.307331
19477555,444.281895
19477556,581.085066
19477557,9.017932
19477558,539.433207
19477559,494.356338
19477560,57.085709
19477561,329.807759
19477562,676.863735
19477563,235.729325
19477564,265.807393
19477565,7.816098
19477566,475.254053
19477567,148.340840
19477568,274.753425
19477569,417.044955
19477570,212.076963
19477571,388.013165
19477572,307.744557
19477573,1.236438
19477574,531.195917
19477575,330.801584
19477576,98.556235
19477577,10.067262
19477578,466.302184
19477579,111.125676
19477580,1444.668571
19477581,425.970343
19477582,576.176588
19477583,317.355953
19477584,13.932738
19477585,465.169160
19477586,275.189908
